"","OP_CODE","YEAR","VESSEL","SURVEY","BEST_LAT_DD","BEST_DEPTH_M","AREA_SWEPT_MSQ","EXPANDED_WT_KG","NUMBER_FISH"
"39",200303003042,2003,3,3,45.951217651367,142.2581,21519.11541095,14.51,53
"40",200303003043,2003,3,3,45.7913360595705,173.8265,25656.411683,0.68,3
"41",200303003044,2003,3,3,45.7228416666665,143.9795,20684.9448546,20.92,223
"42",200303003045,2003,3,3,45.593864440918,605.5384,18699.80559,0,0
"43",200303003046,2003,3,3,45.369794845581,509.2967,19527.9003444,1.21,11
"44",200303003047,2003,3,3,45.2972030639645,436.3778,20910.32290922,1.46,21
"45",200303003048,2003,3,3,45.0949750000005,164.1932,23847.08664448,14.9,50
"46",200303003049,2003,3,3,45.1375789642335,355.6634,20157.43467504,0.19,6
"47",200303003050,2003,3,3,45.1298332214355,312.5701,24727.98636,1.83,19
"48",200303003051,2003,3,3,45.090326309204,291.5931,23154.86303958,7.33,58
"49",200303003052,2003,3,3,44.954575,1065.0607,30528.02314107,0,0
"50",200303003053,2003,3,3,44.6064434051515,975.0699,35368.523476,0,0
"51",200303003054,2003,3,3,44.9318333333335,313.1895,23799.49181136,6.02,50
"52",200303003055,2003,3,3,44.697036743164,103.4122,18647.98446456,2.03,29
"53",200303003056,2003,3,3,44.511028289795,72.5937,19024.55801685,10.76,29
"54",200303003057,2003,3,3,44.3330249786375,75.5689,19497.81497976,11.97,50
"55",200303003058,2003,3,3,43.9373779296875,98.7353,20640.77216357,15.82,50
"56",200303003059,2003,3,3,44.1217632293705,435.3311,18526.717908,53.78,50
"57",200303003060,2003,3,3,44.45174407959,410.5363,18858.65413017,26.37,120
"58",200303003061,2003,3,3,43.6301916666665,983.7163,20317.366095,0,0
"59",200303003062,2003,3,3,43.4430675506595,623.467,23082.28385235,0.22,2
"60",200303003063,2003,3,3,43.7127170562745,351.2736,20577.08882424,45.83,50
"61",200303003064,2003,3,3,43.2737617492675,198.5863,20678.11830208,25.24,69
"62",200303003065,2003,3,3,43.256675720215,929.8208,29038.09077015,0,0
"63",200303003066,2003,3,3,42.9420541666665,143.8737,19108.55247726,6.41,13
"64",200303003067,2003,3,3,42.8801498413085,378.4663,18772.30239115,26.03,50
"65",200303003068,2003,3,3,42.869230270386,289.6928,17594.35789538,18.37,53
"66",200303003069,2003,3,3,42.7015166666665,149.8785,22221.426187,82.83,50
"67",200303003070,2003,3,3,42.5913625,226.64,21584.58664811,53.74,100
"68",200303003072,2003,3,3,42.3591060638425,171.4505,20894.96846604,29.66,95
"69",200303003074,2003,3,3,41.8106899261475,974.5636,29917.34270576,0,0
"70",200303003075,2003,3,3,41.7992038726805,534.5921,23275.03841379,28.06,90
"71",200303003076,2003,3,3,41.6903285980225,62.6986,14754.90569752,1.02,6
"72",200303003077,2003,3,3,41.524002075195,153.5479,22191.16022567,14.63,41
"73",200303003078,2003,3,3,41.528625488281,212.0371,22468.1638125,44.59,67
"74",200303003079,2003,3,3,41.5006732940675,670.0284,23475.0388001,0,0
"75",200303003080,2003,3,3,41.4074268341065,1037.3964,27017.9957088,0,0
"76",200303003081,2003,3,3,41.3648916666665,80.2624,19816.412,17.01,101
"77",200303003082,2003,3,3,41.271229166667,180.8479,22320.1899828,42.49,50
"78",200303003084,2003,3,3,41.1192916666665,1141.6964,36332.39642058,0,0
"79",200303003085,2003,3,3,41.008379166667,449.7979,20597.76322596,21.81,190
"80",200303003090,2003,3,3,40.468454360962,145.4173,20827.64998368,3.42,36
"81",200303003091,2003,3,3,40.343023300171,370.5307,18185.081436,29.48,128
"82",200303003092,2003,3,3,40.2046222686765,94.796,25812.97242456,7.26,88
"83",200303003093,2003,3,3,40.2000675201415,450.5277,18511.22371956,25.53,68
"84",200303003094,2003,3,3,40.180467605591,905.5675,41514.14446752,0,0
"85",200303003096,2003,3,3,39.734449386597,393.2378,20043.80733144,40.77,70
"86",200303003097,2003,3,3,39.6703128814695,248.2467,27023.74219204,0.74,7
"87",200303003098,2003,3,3,39.501775741577,879.2609,31901.18189816,0,0
"88",200303003099,2003,3,3,39.2480182647705,95.6739,19866.83054142,0.53,8
"89",200303003100,2003,3,3,39.0669166666665,150.8131,24211.49222592,11.44,43
"90",200303003101,2003,3,3,38.858575820923,310.7657,18296.44817,66.39,348
"91",200303003102,2003,3,3,38.767360687256,115.7048,20161.25597367,0.98,9
"92",200303003103,2003,3,3,38.703926086426,190.6156,23579.890572,11.92,31
"93",200303003104,2003,3,3,38.2569046020505,299.4356,19854.676544,22.08,179
"94",200303003105,2003,3,3,38.0396614074705,117.0432,19121.4278844,3.98,19
"95",200303003106,2003,3,3,37.668037414551,118.872,14958.69808587,2.36,13
"96",200303003107,2003,3,3,37.064475,116.8586,19772.36874051,4.84,58
"97",200303003108,2003,3,3,36.9995,139.223,21739.45548903,0,0
"98",200303003109,2003,3,3,36.3654136657715,133.6426,16673.098048,4.98,17
"99",200303003110,2003,3,3,36.2214875,566.0136,17544.63405104,0,0
"100",200303003111,2003,3,3,35.7866287231445,889.9976,29736.35930826,0,0
"101",200303003112,2003,3,3,35.7284412384035,69.4255,20026.80322944,0,0
"102",200303003113,2003,3,3,35.560457229614,412.6811,19202.5515963,25.08,121
"103",200303003114,2003,3,3,35.0705966949465,401.093,18211.1870592,9.38,194
"104",200303003115,2003,3,3,35.2953333333335,329.6212,18075.80361401,6.8,85
"105",200303003116,2003,3,3,34.9598903656005,524.3203,17552.31610555,3.74,13
"106",200303003117,2003,3,3,35.089975,55.75,22449.46767261,0,0
"107",200303003118,2003,3,3,34.835720062256,207.4078,22641.55634874,28.35,50
"108",200303003119,2003,3,3,34.793218612671,48.4646,17071.90838718,0,0
"109",200303003120,2003,3,3,34.6596166666665,54.885,19759.06859811,0,0
"110",200303003121,2003,3,3,34.617025375366,325.9815,20620.77790909,23.51,316
"111",200303003122,2003,3,3,34.378849029541,337.5912,23181.896465,3.33,23
"112",200303003123,2003,3,3,34.3229122161865,433.8884,20642.0597577,0.96,9
"113",200303003124,2003,3,3,34.3962192535405,92.2116,17782.99491232,0,0
"114",200303003125,2003,3,3,34.236057281494,478.3292,18702.758612,0,0
"115",200303003126,2003,3,3,34.19224357605,507.4336,15834.038394,0,0
"116",200303003127,2003,3,3,34.148359298706,450.5738,16240.41440236,0,0
"117",200303003128,2003,3,3,34.2570514678955,195.5185,18601.82595774,0.96,11
"118",200303003129,2003,3,3,33.808546066284,113.8963,21648.65035572,0,0
"119",200303003132,2003,3,3,34.01584815979,95.4821,21279.3425701,0,0
"120",200303003133,2003,3,3,34.02435,27.4418,23816.61455528,0,0
"121",200303003134,2003,3,3,33.523401260376,431.2076,15963.80274,0.72,9
"122",200303003135,2003,3,3,33.418302536011,103.9797,18691.2445968,0.1,1
"123",200303003136,2003,3,3,33.262725830078,822.528,22794.80963856,0,0
"124",200303003137,2003,3,3,32.570837020874,768.9868,26353.56472232,0,0
"125",200303003138,2003,3,3,32.988302230835,911.1786,25829.31761802,0,0
"126",200303003139,2003,3,3,33.1631660461425,790.2303,25227.146736,0,0
"127",200303003140,2003,3,3,33.35585,24.4821,18511.4751048,0,0
"128",200303003141,2003,3,3,33.0635416666665,264.1154,25579.8046,3.4,19
"129",200303003142,2003,3,3,32.829105377197,101.2786,19378.88198774,0,0
"130",200303003145,2003,3,3,32.765602111816,276.3667,19450.11125764,11.08,71
"131",200303003215,2003,3,3,34.820337295532,476.8713,19074.98486712,12.66,57
"132",200303006001,2003,6,3,46.1568916666665,140.728,19970.2519117,22.94,141
"133",200303006002,2003,6,3,46.5040073394775,606.3237,22250.55562474,0,0
"134",200303006003,2003,6,3,46.7550375000005,107.4615,15958.6944,6.3,21
"135",200303006004,2003,6,3,47.6020698547365,106.0853,17842.5880862,14.24,90
"136",200303006005,2003,6,3,47.6715774536135,176.6774,19726.08677976,29.93,214
"137",200303006007,2003,6,3,47.6474113464355,149.0631,20586.87108795,55.75,255
"138",200303006008,2003,6,3,48.4386596679685,312.8792,19253.47678836,0.24,1
"139",200303006009,2003,6,3,48.4001083374025,169.001,23153.22713604,418.67,901
"140",200303006010,2003,6,3,48.306707382202,171.7821,25056.41283678,64.66,119
"141",200303006011,2003,6,3,48.2641830444335,123.1758,18531.92450142,0,0
"142",200303006012,2003,6,3,48.0775413513185,81.9092,18810.1541888,8.86,70
"143",200303006013,2003,6,3,48.1616039276125,114.109,17357.11932593,101.57,410
"144",200303006014,2003,6,3,48.026708602905,125.3155,19994.13544205,2.1,26
"145",200303006015,2003,6,3,47.9661666666665,659.1641,24597.2168208,0,0
"146",200303006016,2003,6,3,47.91131401062,296.2421,17936.0612625,8.04,27
"147",200303006017,2003,6,3,47.817558288574,1325.0479,26053.68978765,0,0
"148",200303006023,2003,6,3,48.1598148345945,113.6844,18357.335639,0.07,1
"149",200303006024,2003,6,3,48.1404438018795,135.8614,19457.67817692,0.28,5
"150",200303006025,2003,6,3,47.906269073486,96.6484,19646.21632134,17.34,74
"151",200303006026,2003,6,3,47.7756423950195,107.9153,19548.610375,13.85,52
"152",200303006027,2003,6,3,47.6103076934815,969.8005,32954.3834984,0,0
"153",200303006028,2003,6,3,47.7390022277835,949.1835,35491.81268106,0,0
"154",200303006029,2003,6,3,47.683023452759,1096.3113,27217.83919279,0,0
"155",200303006031,2003,6,3,47.2256870269775,88.891,18346.69384625,17.18,197
"156",200303006032,2003,6,3,46.965450286865,182.3438,20360.37882,18.5,234
"157",200303006033,2003,6,3,46.3471755981445,977.8977,22657.43424114,0,0
"158",200303006034,2003,6,3,46.6373500823975,937.1324,23043.41302989,0,0
"159",200303006035,2003,6,3,46.761817932129,769.8473,27143.73383592,0,0
"160",200303006037,2003,6,3,46.225814819336,122.4722,19010.0406771,24.3,179
"161",200303006038,2003,6,3,46.2609672546385,926.2239,23665.1979872,0,0
"162",200303006039,2003,6,3,46.0143642425535,193.3821,18732.3521866,24.39,281
"163",200303006040,2003,6,3,45.9224700927735,92.3351,17583.3182364,15.27,347
"164",200303006041,2003,6,3,46.0597953796385,1340.8488,23171.13302576,0,0
"165",200303006042,2003,6,3,45.825391769409,814.0237,28370.88135324,0,0
"166",200303006044,2003,6,3,45.600799560547,155.4578,20747.2753809,12.28,227
"167",200303006045,2003,6,3,45.436222076416,424.1749,21970.32652584,8.55,41
"168",200303006046,2003,6,3,45.4498462677,1038.103,23219.44330232,0,0
"169",200303006047,2003,6,3,45.2327613830565,805.7441,24226.79562918,0,0
"170",200303006048,2003,6,3,45.093433380127,732.5267,24360.19733056,0,0
"171",200303006049,2003,6,3,44.964250564575,589.4568,20698.16076275,2.37,5
"172",200303006050,2003,6,3,44.8112258911135,390.5786,16306.61100816,46.57,138
"173",200303006051,2003,6,3,45.299871444702,325.3697,18807.62737984,6.05,61
"174",200303006052,2003,6,3,45.1015083333335,313.3967,18401.09063769,4.26,77
"175",200303006053,2003,6,3,44.8816680908205,96.8557,20637.72103875,8.36,89
"176",200303006054,2003,6,3,44.7550373077395,581.0395,24128.5422573,0,0
"177",200303006055,2003,6,3,44.4281387329105,734.266,25308.7870332,0,0
"178",200303006056,2003,6,3,44.5678443908695,178.3962,19664.99504028,19,212
"179",200303006057,2003,6,3,44.350904166667,96.1329,18204.38915445,0,0
"180",200303006058,2003,6,3,44.1877784729005,81.2202,16711.850799,26.3,194
"181",200303006059,2003,6,3,43.9182708333335,176.4743,21877.5868773,21.15,259
"182",200303006060,2003,6,3,43.768630981445,593.0698,21071.45716755,0,0
"183",200303006061,2003,6,3,43.5977916717525,670.3168,22252.36961104,0,0
"184",200303006062,2003,6,3,43.609266281128,210.4412,21539.09862326,36.34,522
"185",200303006063,2003,6,3,43.378313064575,614.4591,24635.730496,0.57,4
"186",200303006064,2003,6,3,43.089538574219,305.6989,17611.08185357,65.47,489
"187",200303006066,2003,6,3,42.8970279693605,142.7181,19786.89637017,28,103
"188",200303006067,2003,6,3,42.97608757019,149.1287,21086.67903463,25.89,643
"189",200303006068,2003,6,3,43.0439167022705,163.4646,21755.68049908,19.47,92
"190",200303006069,2003,6,3,43.044870376587,1030.0744,29045.74994787,0,0
"191",200303006071,2003,6,3,42.995346069336,266.863,18386.23445592,47.89,427
"192",200303006072,2003,6,3,42.8966999053955,246.6699,19560.92102021,38.43,459
"193",200303006073,2003,6,3,42.7801132202145,198.739,22880.78434794,71.53,604
"194",200303006074,2003,6,3,42.693157196045,590.2673,21679.66856088,3.83,35
"195",200303006075,2003,6,3,42.611089706421,160.1001,17627.0010753,22.69,205
"196",200303006076,2003,6,3,42.458703994751,319.1327,18466.1008284,77.38,310
"197",200303006077,2003,6,3,42.3899375,1134.1135,21514.88848656,0,0
"198",200303006078,2003,6,3,42.2680666666665,655.4748,16765.63115461,0,0
"199",200303006079,2003,6,3,42.271188735962,498.8246,19832.86415913,68.74,164
"200",200303006080,2003,6,3,42.136651992798,132.1188,20127.55122945,99.74,116
"201",200303006081,2003,6,3,42.1070728302,528.1623,23684.89340535,33.42,276
"202",200303006082,2003,6,3,41.902513504028,205.8245,16758.47211355,106.04,702
"203",200303006083,2003,6,3,41.7413501739505,488.1839,22518.09025128,33.02,247
"204",200303006084,2003,6,3,41.6041431427,62.1653,17374.68382518,8.15,55
"205",200303006085,2003,6,3,41.470375,83.3097,17363.62697967,7.24,77
"206",200303006086,2003,6,3,41.8502025604245,935.2675,25510.1344461,0,0
"207",200303006087,2003,6,3,41.620481491089,883.0831,25291.58533398,0,0
"208",200303006088,2003,6,3,41.4629083333335,736.9808,19231.15632608,0,0
"209",200303006089,2003,6,3,41.3238525390625,94.2582,14326.28738207,26.16,340
"210",200303006090,2003,6,3,41.163682937622,295.172,21119.87778,85.88,643
"211",200303006091,2003,6,3,41.185852050781,1014.3185,32780.87916,0,0
"212",200303006092,2003,6,3,40.924774169922,652.4406,21453.87651794,0.39,2
"213",200303006093,2003,6,3,40.6357879638675,89.6389,18040.7397365,1.48,79
"214",200303006094,2003,6,3,40.9910083333335,103.7109,18181.94712222,13.66,187
"215",200303006095,2003,6,3,40.9242166666665,183.9699,21319.31716425,35.24,93
"216",200303006096,2003,6,3,40.364278793335,328.1795,19744.027905,23.35,63
"217",200303006097,2003,6,3,40.3024768829345,1020.5407,27338.35012416,0,0
"218",200303006098,2003,6,3,40.1202958333335,983.8771,27163.08279109,0,0
"219",200303006099,2003,6,3,39.9954681396485,1196.1182,29870.4639021,0,0
"220",200303006100,2003,6,3,39.8864040374755,1240.0225,33176.36275942,0,0
"221",200303006101,2003,6,3,40.0041484832765,130.6721,17661.3696864,12.51,43
"222",200303006102,2003,6,3,39.6644248962405,775.3519,23726.0374496,0,0
"223",200303006103,2003,6,3,39.548517227173,101.9929,16360.19206756,0.23,9
"224",200303006104,2003,6,3,39.2882881164555,252.7378,19945.98454113,28.64,184
"225",200303006105,2003,6,3,39.1604385375975,471.4804,21388.48596198,5.52,41
"226",200303006106,2003,6,3,39.092224121094,121.1822,15649.25340916,18.93,94
"227",200303006107,2003,6,3,38.9027061462405,141.5195,18997.77887166,2.35,15
"228",200303006108,2003,6,3,38.546808333333,214.7994,19453.62028108,66.51,263
"229",200303006109,2003,6,3,38.1825485229495,396.2129,20760.88362432,69.59,303
"230",200303006110,2003,6,3,38.1449241638185,252.6083,18865.91628216,0.38,4
"231",200303006111,2003,6,3,38.0770208333335,79.9095,18376.49506483,8.39,126
"232",200303006112,2003,6,3,37.9675916666665,64.3396,18466.3408024,0,0
"233",200303006113,2003,6,3,37.670408333333,60.7861,18135.26999018,3.4,24
"234",200303006114,2003,6,3,37.4566333333335,168.9024,19925.27528355,11.86,105
"235",200303006115,2003,6,3,37.2610874176025,93.4213,18890.77286222,3.35,30
"236",200303006116,2003,6,3,37.1611375,61.0487,18584.18507516,0.41,3
"237",200303006117,2003,6,3,37.1390533447265,362.1926,20311.0362,114.54,949
"238",200303006118,2003,6,3,37.1194915771485,572.054,18109.905728,20.51,76
"239",200303006119,2003,6,3,36.959691666667,166.1689,18594.1205625,9.28,61
"240",200303006120,2003,6,3,36.427921295166,1120.7542,29834.4351066,0,0
"241",200303006121,2003,6,3,36.235740661621,251.1873,14760.74620028,0.54,4
"242",200303006122,2003,6,3,36.1156578063965,454.1625,18009.28876435,4.4,18
"243",200303006124,2003,6,3,35.967716217041,131.6599,16017.44010831,0.3,6
"244",200303006125,2003,6,3,35.25252532959,699.1108,23295.69283573,0,0
"245",200303006126,2003,6,3,35.5052208333335,218.9054,15208.31313,0.29,5
"246",200303006127,2003,6,3,35.5011005401615,83.0526,16873.9372425,0,0
"247",200303006128,2003,6,3,35.1448833333335,161.4702,17146.4511474,0.06,2
"248",200303006129,2003,6,3,34.9977436065675,463.646,16774.05188844,46.8,95
"249",200303006130,2003,6,3,34.8903465271,376.4372,19799.766775,92.02,1101
"250",200303006131,2003,6,3,34.8714125,139.7549,17601.6058683,0.1,0
"251",200303006132,2003,6,3,34.733341666667,47.245,17631.24393994,0.05,2
"252",200303006133,2003,6,3,34.664712905884,431.5427,17546.6588783,11.3,164
"253",200303006134,2003,6,3,34.46283531189,273.4237,19769.2890966,1.22,9
"254",200303006135,2003,6,3,34.3658695220945,441.3583,20302.59205074,24.27,99
"255",200303006136,2003,6,3,34.439905166626,74.2938,21697.3414657,0,0
"256",200303006138,2003,6,3,34.213701248169,203.2815,19972.99000984,5.94,35
"257",200303006139,2003,6,3,34.173402786255,525.4698,21853.40828201,0,0
"258",200303006140,2003,6,3,34.2538890838625,585.3152,20703.12634368,0,0
"259",200303006141,2003,6,3,34.286388397217,535.9226,19712.88969265,0,0
"260",200303006142,2003,6,3,34.3000144958495,89.178,19003.92424454,0,0
"261",200303006143,2003,6,3,34.126262664795,26.4855,19166.2337647,0,0
"262",200303006144,2003,6,3,34.0908666666665,44.1687,18518.25014214,0,0
"263",200303006145,2003,6,3,33.965106964111,454.7487,19411.36174774,1.59,12
"264",200303006147,2003,6,3,33.738634109497,908.8741,27642.66687693,0,0
"265",200303006148,2003,6,3,33.8385677337645,81.097,18299.81824832,0,0
"266",200303006149,2003,6,3,33.564922332764,241.3853,18332.70231822,2.37,31
"267",200303006150,2003,6,3,33.447966666667,30.5006,15532.42318121,0,0
"268",200303006151,2003,6,3,33.4122916666665,640.7919,24840.03298379,0,0
"269",200303006152,2003,6,3,33.289861679077,90.4429,11007.7035744,0,0
"270",200303006153,2003,6,3,33.21285,1156.8116,25957.14068772,0,0
"271",200303006156,2003,6,3,32.875577926636,127.977,19158.69720116,0,0
"272",200303006157,2003,6,3,32.7705458333335,116.8322,16059.86882,0,0
"273",200303006158,2003,6,3,32.6872043609615,931.7487,25003.88709804,0,0
"274",200303006159,2003,6,3,32.7885551452635,78.4456,15738.06455491,0,0
"275",200303006160,2003,6,3,32.8472080230715,1072.2504,28331.4449475,0,0
"276",200303006162,2003,6,3,33.034564971924,35.2187,17086.05804285,0,0
"277",200303006163,2003,6,3,32.91755,85.2832,17657.651139,0,0
"278",200303006164,2003,6,3,32.6585540771485,251.3473,21814.45540911,2.67,17
"279",200303008002,2003,8,3,46.4394333333335,1034.728,17766.58037355,0,0
"280",200303008003,2003,8,3,46.616041666667,1066.2713,22198.49410296,0,0
"281",200303008005,2003,8,3,46.7358417510985,917.0153,23746.45407828,0,0
"282",200303008007,2003,8,3,47.340529166667,1155.9749,18611.74911075,0,0
"283",200303008008,2003,8,3,47.2912826538085,198.7694,17151.0099327,19.78,0
"284",200303008009,2003,8,3,47.550275,783.0227,22112.6099845,0,0
"285",200303008010,2003,8,3,47.6113833333335,924.284,23149.05102,0,0
"286",200303008011,2003,8,3,47.684491666667,1094.8504,25492.3718,0,0
"287",200303008012,2003,8,3,47.708133333334,939.953,15630.02676459,0,0
"288",200303008013,2003,8,3,47.8488833333335,958.5916,25316.35929627,0,0
"289",200303008014,2003,8,3,47.9115708333335,471.8472,16355.95998272,5.7,28
"290",200303008015,2003,8,3,47.9338874816895,255.2224,16718.82774205,1.43,4
"291",200303008018,2003,8,3,48.010087966919,502.2333,19751.7265724,7.09,93
"292",200303008019,2003,8,3,47.9988689422605,176.6456,13285.10722091,6.45,33
"293",200303008020,2003,8,3,47.9749708333335,167.7309,14935.685098,0.89,4
"294",200303008022,2003,8,3,48.150634765625,133.1773,16591.73902321,2.73,11
"295",200303008023,2003,8,3,48.1360759735105,194.7618,15918.4938765,7.54,55
"296",200303008026,2003,8,3,48.3820362091065,117.1405,17076.15248353,1.92,8
"297",200303008027,2003,8,3,48.2607116699215,199.6406,16330.75784007,40.95,153
"298",200303008028,2003,8,3,48.2699375,112.7175,13350.855808,5.24,38
"299",200303008029,2003,8,3,48.1454666666665,88.1067,14724.05645658,13.24,84
"300",200303008030,2003,8,3,48.016825,65.4193,13899.17692786,10.42,57
"301",200303008031,2003,8,3,47.862850189209,111.2043,17192.516536,8.38,41
"302",200303008032,2003,8,3,47.7514991760255,98.6792,15283.0601112,5.11,48
"303",200303008034,2003,8,3,47.634895324707,187.0703,18770.64153965,15.26,95
"304",200303008035,2003,8,3,47.653425216675,107.238,15596.3938486,8.73,54
"305",200303008036,2003,8,3,47.478929166667,142.5082,15388.03235727,0.12,1
"306",200303008037,2003,8,3,47.026382446289,155.4036,18534.10142068,14.38,43
"307",200303008038,2003,8,3,46.9397678375245,305.1937,19658.40232614,43.31,130
"308",200303008039,2003,8,3,46.5831623077395,88.4169,17436.4424588,36.78,50
"309",200303008040,2003,8,3,46.283116666667,823.6732,26830.1109391,0,0
"310",200303008042,2003,8,3,46.1196365356445,179.4055,19974.18549775,6.99,51
"311",200303008043,2003,8,3,46.1333875000005,1162.2261,40366.8119688,0,0
"312",200303008044,2003,8,3,46.043629166667,876.4668,20240.1873684,0,0
"313",200303008045,2003,8,3,45.8416083333335,209.9353,14330.20115853,8.18,64
"314",200303008046,2003,8,3,46.0314121246335,124.2861,18349.9242036,5.26,73
"315",200303008047,2003,8,3,45.7385520935055,153.4589,16602.4454816,13.73,63
"316",200303008048,2003,8,3,45.5599098205565,116.0771,19641.2135985,2.25,36
"317",200303008049,2003,8,3,45.606575,1053.915,20075.601304,0,0
"318",200303008050,2003,8,3,45.3604125976565,580.6284,15023.81093778,3.01,32
"319",200303008051,2003,8,3,45.3371295928955,398.0394,16478.77157262,2.15,40
"320",200303008052,2003,8,3,45.1331577301025,328.3829,19479.16119945,12.29,112
"321",200303008053,2003,8,3,45.0455493927005,338.4895,17990.38313316,38.78,92
"322",200303008054,2003,8,3,45.165554046631,796.6259,23660.975334,0,0
"323",200303008055,2003,8,3,45.072536468506,639.2705,20162.08814352,0.45,1
"324",200303008056,2003,8,3,44.92835,1093.8326,27124.65537768,0,0
"325",200303008057,2003,8,3,44.634929166667,982.1085,22785.0620767,0,0
"326",200303008058,2003,8,3,44.3472862243655,587.2333,17892.59216735,5.59,69
"327",200303008060,2003,8,3,44.6327686309815,241.9681,17300.2150944,2.68,17
"328",200303008061,2003,8,3,44.7753524780275,70.6407,20040.16488192,0.01,3
"329",200303008063,2003,8,3,44.5714073181155,69.6011,18969.94474952,0,0
"330",200303008064,2003,8,3,44.33571434021,82.0532,18704.67324768,33.46,407
"331",200303008065,2003,8,3,44.1073513031005,95.4345,15810.74837186,9.77,132
"332",200303008066,2003,8,3,43.819244384766,312.2067,19590.4903087,12.23,86
"333",200303008068,2003,8,3,43.6918875,725.1032,23875.59624902,0,0
"334",200303008069,2003,8,3,43.5493812561035,659.9366,25865.54520144,0,0
"335",200303008070,2003,8,3,43.3173751831055,578.0477,16705.7799742,4.12,19
"336",200303008071,2003,8,3,43.477128982544,262.0939,18236.45366,227.17,709
"337",200303008072,2003,8,3,42.9512519836425,393.5112,17596.70837516,47.67,132
"338",200303008073,2003,8,3,42.888931274414,230.4071,16843.8254467,33.83,168
"339",200303008074,2003,8,3,42.99168586731,109.5833,17561.86430227,16.11,160
"340",200303008075,2003,8,3,42.80139541626,64.0345,15688.15320821,1.65,9
"341",200303008076,2003,8,3,42.7246856689455,177.7229,17471.44136619,38.04,384
"342",200303008077,2003,8,3,42.6559333333335,679.726,20317.6314617,0.08,1
"343",200303008079,2003,8,3,42.417922973633,137.4958,17984.92608,47.61,92
"344",200303008080,2003,8,3,42.4254779815675,205.7377,14917.24730386,28.82,90
"345",200303008081,2003,8,3,42.294536590576,592.1345,16378.68200335,4.79,38
"346",200303008082,2003,8,3,42.2630157470705,572.3657,20623.09073342,29.22,72
"347",200303008083,2003,8,3,42.232933044434,395.9658,19258.21787579,12.52,37
"348",200303008084,2003,8,3,42.244197845459,98.2392,18653.47805868,3.83,61
"349",200303008085,2003,8,3,42.1865005493165,570.9977,16968.20595,37.87,156
